label-coarse,text
OTHERS,what 's distinctive about a palmiped 's feet ?
3,who is samuel f. pickering ?
3,what is the nickname of the famous flyer who mistakenly flew to ireland instead of to los angeles ?
OTHERS,"in the miller lite tv commercial , who is the creature ?"
OTHERS,how did the war of 1812 affect delaware ?
3,what are the four railways in monopoly ?
5,where can i find information on the cyclone that hit new jersey on 8/28/1941 ?
OTHERS,"what is the origin of the term `` blue moon , '' and how often do they occur ?"
OTHERS,what are john c. calhoun and henry clay known as ?
OTHERS,what color is the stripe along each side of a coho salmon ?
3,who was the lyricist and who was the composer between gilbert and sullivan ?
3,"what two historical figures , who fought each other in a famous battle , each have a food named after them ?"
4,what year did jack nicklaus join the professional golfers association tour ?
4,how old was lucille ball when the show `` i love lucy '' premiered ?
OTHERS,what was mae west 's last film ?
OTHERS,what sports magazine has the largest circulation ?
OTHERS,what famous events have happened on march 27 ?
OTHERS,what movie tour of the roman empire features the admonition : `` row well and live '' ?
OTHERS,what was the first tv set to include a remote control ?
OTHERS,"what baseball outcome required nine balls in 1879 , eight balls in 1880 and seven balls in 1881 ?"
4,how many sides does an obelisk have ?
OTHERS,what is ` last chance for animals ' ?
OTHERS,what weapon did the crossed slits in english castles accommodate ?
5,what is the country of origin for the name thomas ?
4,how many fiddlers did old king cole have ?
4,how many yards are in 1 mile ?
OTHERS,what species was winnie the pooh ?
3,who is the queen of holland ?
OTHERS,"what is deadrise , nautical , ?"
OTHERS,what does aaron mean ?
4,how long does james bond like his eggs boiled ?
OTHERS,what are bear and bull markets ?
OTHERS,what causes blue balls ?
3,who was the pride of the yankees ?
3,what enigmatic u.s. vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the west ?
5,where did he get the title ?
OTHERS,what causes `` rolling thunder '' ?
3,who liberated 19th century sicily and naples ?
3,what first name was nipsy russell given at birth ?
4,when were camcorders introduced in malaysia ?
OTHERS,what did louis cartier invent for aviator santos dumont in 1940 ?
OTHERS,what film opens with an assassin tumbling from the seattle space needle ?
OTHERS,what is troilism ?
5,what country is the world 's largest importer of cognac ?
2,cnn is the abbreviation for what ?
4,what is the current unemployment rate in the u.s. ?
4,"what is the mean income of the top 10% , top 5% , and top 1% ?"
3,what football coach 's story was told in the movie run to daylight ?
5,in what state was there an 11 million gallon oil spill ?
3,what dummy received an honorary degree from northwestern university ?
4,how many milliseconds in a second ?
OTHERS,what is an example of an actual case of using the fourteenth amendment ?
OTHERS,what was the living room war ?
OTHERS,what broadway musical was inspired by cervantes 's don quixote ?
3,who played the title role in i was a teenage werewolf ?
OTHERS,what kind of patent did ermal fraze get in 1963 ?
3,what government department did the untouchables work for ?
OTHERS,how did serfdom develop in and then leave russia ?
5,"what populous state covers 49 , 576 square miles ?"
3,"what 's the name of the actress who starred in the movie , `` silence of the lambs '' ?"
5,what tokyo street glitters with famed department stores and nightclubs ?
4,how many elevators do you ride to reach the top floor of the empire state building ?
OTHERS,what did tristan come back as ?
4,how many fingers are used to draw a bow ?
OTHERS,what was the outcome of the 1945 yalta conference ?
OTHERS,"what anesthetic did queen victoria allow to be used for the birth of her seventh child , in 1853 ?"
3,what are the top boy names in the u.s. ?
OTHERS,why do people in the upper peninsula of michagin say `` eh ? '' ?
OTHERS,what do the 12 days of christmas mean ?
4,what year did rossetti paint `` beata beatrix '' ?
3,what mormon leader was said to have had 27 wives ?
OTHERS,why are haunted houses popular ?
3,what apollo 11 astronaut minded the store while armstrong and aldrin made history ?
OTHERS,why do roosters sing at five o 'clock in the morning ?
3,what title does comedian henry youngman claim ?
5,what 's the name of the temple that is located near the capital city of laos ?
OTHERS,which is heavier - cream or milk ?
5,where can i find a picture of a blue meanie ?
4,how deep is a fathom ?
4,how many vietnamese were there in the soviet union ?
OTHERS,what is a golf ball made of ?
4,what does an average daycare provider get paid in new england ?
3,what artist 's studio was the bateau-lavoir in montmartre ?
OTHERS,what do you call a poker hand with five cards of the same suit ?
3,who killed jfk ?
OTHERS,"what is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?"
5,where is the isle of man ?
5,where is natick ?
5,"what country claimed rubens , van dyck and bruegel as citizens ?"
4,by how much will the california state gas tax rise by the year 2000 ?
OTHERS,who were john f. kennedy 's dogs ?
4,how hot should the oven be when baking peachy oat muffins ?
5,where is the kentucky horse park ?
OTHERS,what italian liner was hijacked in 1985 ?
5,what 's the longest river in the world ?
OTHERS,what made the short-lived star hawks strip so unique ?
OTHERS,what two animals are specifically mentioned as being in noah 's ark ?
3,what is the world 's largest distilling company ?
5,what room did w.c. fields keep his library in ?
OTHERS,what is the best way to remove wallpaper ?
OTHERS,what delicacy is known indelicately as pickled roe ?
5,where is romania located ?
4,how many square feet is bill gates ' home ?
5,what constellation represents a hunter with club and shield ?
OTHERS,in which tennessee williams play is one of the characters killed and devoured by a mob of starving children ?
OTHERS,what 's the most delicate-tasting member of the onion family ?
OTHERS,how do vending machines tell if your dollar is a 1 or a 5 ?
OTHERS,for what reason did the shea & gould law firm close their l.a. office ?
5,where can i find info on research being done on oilseeds thru genetics ?
OTHERS,what do you need to do to marry someone in jail ?
5,where did george of the jungle live ?
OTHERS,how do you determine heating requirements for your home ?
OTHERS,what cocktail do you concoct with whisky and sweet vermouth ?
5,name the largest country in south america .
3,who replaced bert parks as the host of the miss america pageant ?
4,when was queen victoria born ?
4,how many israeli athletes were killed at the munich olympics ?
3,"what frenchman claimed the following ? if god did not exist , it would be necessary to invent him . ''"
OTHERS,in which kevin costner movie did sioux indians play a role ?
4,how many corners does a spritsail have ?
3,who is the prime minister of japan ?
5,what is the name of the highest mountain in africa ?
OTHERS,how do ouija boards work ?
4,how many bytes are in a terabyte ?
OTHERS,what war did the potsdam conference follow ?
OTHERS,what species is a colt ?
OTHERS,what is java ?
3,"what tv comediennes 's characters include former movie star nora desmond , secretary mrs. wiggins and a housewife named eunice ?"
OTHERS,what instrument does benny carter play ?
3,who sang about desmond and molly jones ?
OTHERS,what george harrison tune sounded too much like he 's so fine by the chiffons ?
OTHERS,"name the product that is `` at your grocer 's , at your fingertips . ''"
OTHERS,what are the different approaches of systems analysis ?
OTHERS,what problems contributed to the high failure rate of plains farmers in the 1800s ?
5,what u.s. city 's skyline boasts the gateway arch ?
OTHERS,what is a fear of jealousy ?
OTHERS,the corpus callosum is in what part of the body ?
5,"what u.s. state boasts stone mountain , the world 's largest mass of exposed granite ?"
4,what chapter of gone with the wind has rhett butler leaving scarlett o 'hara ?
OTHERS,what is a fear of insanity ?
OTHERS,"what is the name of the ` female ' counterpart to el nino , which results in cooling temperatures and very dry weather ?"
OTHERS,"why was henry ford 's first automobile calleda model t & his second type of automobile , introduced in 1928 , called a model a ?"
5,what country contains africa 's northernmost point ?
4,what is columbia tristar 's phone number ?
5,where could i go to take a ride on a steam locomotive ?
OTHERS,what kind of hat does bat masterson wear ?
3,whose biography by maurice zolotow is titled shooting star ?
4,what was the great britain population from 1699-172 ?
5,what are the names of the tourist attractions in reims ?
3,who was the oldest u.s. president ?
OTHERS,how is ` qigong ' properly pronounced ?
4,how much money does the sultan of brunei have ?
5,what russian seaport has a name meaning `` lord of the east '' ?
5,where is melbourne ?
OTHERS,what are the powers and weaknesses of green lantern 's ring ?
3,who is ishmael in moby dick ?
OTHERS,what does a tarantula eat ?
OTHERS,what is `` dew point '' ?
OTHERS,how is a hydrogen bomb different from a nuclear bomb ?
OTHERS,"what incident of 1933 did the german nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?"
5,what are the four largest mountain ranges in the continental united states ?
5,what u.s. state lived under six flags ?
4,when did nixon die ?
OTHERS,"what do hank aaron , jimmy stewart , and howard k. smith have in common ?"
